0.650146 -1.113145 0.000045 1.992296 0.005624 0.297073 0.000258 295.443676 0.334451 
0.650466 -1.114660 0.000046 2.021064 0.005744 0.304870 0.000265 302.597067 0.285892 
0.650787 -1.116160 0.000045 2.053463 0.005259 0.312567 0.000231 310.422854 0.300674 
0.651107 -1.117645 0.000049 2.071480 0.004899 0.320375 0.000264 316.861889 0.324851 
0.651428 -1.119324 0.000045 2.101552 0.005394 0.329087 0.000258 324.073587 0.325434 
0.651748 -1.121031 0.000047 2.126734 0.005459 0.338341 0.000263 330.477284 0.264376 
0.652069 -1.122533 0.000046 2.166335 0.005750 0.346933 0.000259 336.722675 0.248034 
0.652389 -1.124170 0.000045 2.187042 0.005448 0.356128 0.000271 341.864090 0.246304 
0.652710 -1.125845 0.000049 2.217760 0.005355 0.365512 0.000308 346.641354 0.319934 
0.653030 -1.127481 0.000051 2.248979 0.006041 0.374978 0.000306 351.234997 0.282656 
0.653351 -1.129134 0.000044 2.272480 0.005387 0.384673 0.000271 354.057004 0.289953 
0.653671 -1.130847 0.000040 2.297817 0.005388 0.394884 0.000241 356.927278 0.260121 
0.653992 -1.132506 0.000045 2.324225 0.005757 0.404555 0.000281 359.037970 0.319987 
0.654312 -1.134377 0.000047 2.347654 0.005143 0.416022 0.000287 359.551235 0.354754 
0.654633 -1.136096 0.000044 2.373103 0.005409 0.426284 0.000263 359.546371 0.338691 
0.654953 -1.137881 0.000045 2.377913 0.005075 0.437020 0.000293 357.899095 0.335532 
0.655274 -1.139645 0.000041 2.396120 0.005431 0.447814 0.000286 355.674028 0.391378 
0.655594 -1.141423 0.000040 2.408362 0.004742 0.458497 0.000275 351.995388 0.410476 
0.655915 -1.143214 0.000040 2.424421 0.005453 0.468997 0.000274 348.393108 0.448376 
0.656235 -1.145063 0.000040 2.437319 0.005637 0.480064 0.000280 342.864392 0.392226 
0.656556 -1.146867 0.000042 2.425511 0.004551 0.491041 0.000286 335.291837 0.422731 
0.656876 -1.148652 0.000037 2.423615 0.005125 0.501517 0.000230 328.130581 0.411473 
0.657197 -1.150436 0.000040 2.434979 0.005551 0.512035 0.000260 320.386576 0.424882 
0.657517 -1.152312 0.000038 2.430475 0.004751 0.523061 0.000256 310.100585 0.449066 
0.657838 -1.154097 0.000037 2.423829 0.005171 0.533203 0.000248 300.722132 0.507080 
0.658158 -1.155856 0.000042 2.411665 0.005086 0.543265 0.000281 290.086995 0.552783 
0.658479 -1.157673 0.000032 2.393840 0.005052 0.553457 0.000207 278.329422 0.457634 
0.658799 -1.159467 0.000035 2.379479 0.004740 0.563263 0.000224 266.991824 0.472208 
0.659120 -1.161152 0.000031 2.364981 0.004733 0.572556 0.000213 255.104732 0.504219 
0.659440 -1.162893 0.000033 2.340794 0.004210 0.581566 0.000217 243.858064 0.477833 
0.659761 -1.164548 0.000029 2.326872 0.004315 0.590223 0.000184 231.535573 0.482561 
0.660081 -1.166289 0.000034 2.304069 0.004282 0.599032 0.000207 219.765949 0.473959 
0.660402 -1.167987 0.000032 2.283273 0.004383 0.607452 0.000184 207.676607 0.436517 
0.660722 -1.169665 0.000031 2.247224 0.004202 0.615566 0.000174 195.376277 0.419987 
0.661043 -1.171340 0.000027 2.225432 0.003632 0.623355 0.000156 184.256451 0.439158 
0.661364 -1.172884 0.000031 2.215329 0.004562 0.630407 0.000181 174.070162 0.483378 
0.661684 -1.174595 0.000028 2.184726 0.004317 0.638045 0.000148 162.148020 0.377002 
0.662005 -1.176193 0.000027 2.146368 0.004327 0.645148 0.000153 150.771094 0.420512 
0.662325 -1.177728 0.000027 2.123276 0.003555 0.651540 0.000145 141.642889 0.384398 
0.662646 -1.179246 0.000026 2.094571 0.003374 0.657689 0.000135 132.460214 0.352025 
