0.433187 -1.331048 0.000086 1.884278 0.005704 0.277824 0.000241 122.933967 0.137891 
0.433411 -1.333151 0.000086 1.917504 0.005272 0.284047 0.000242 125.752788 0.148190 
0.433636 -1.335528 0.000085 1.933630 0.005061 0.290770 0.000251 128.445347 0.135858 
0.433860 -1.337689 0.000078 1.960940 0.005273 0.297045 0.000250 131.146106 0.149865 
0.434084 -1.340152 0.000075 1.995710 0.005392 0.304422 0.000262 134.098747 0.124211 
0.434309 -1.342569 0.000096 2.022683 0.005456 0.311646 0.000283 136.823386 0.128640 
0.434533 -1.345023 0.000083 2.040948 0.005054 0.319023 0.000266 139.166054 0.127647 
0.434757 -1.347444 0.000084 2.075786 0.005808 0.326694 0.000262 141.776559 0.116919 
0.434982 -1.349873 0.000088 2.108312 0.006099 0.334436 0.000302 143.926195 0.135895 
0.435206 -1.352433 0.000090 2.135844 0.006153 0.342667 0.000295 146.044942 0.134000 
0.435430 -1.355131 0.000086 2.172584 0.005678 0.351418 0.000286 148.209918 0.133749 
0.435655 -1.357493 0.000079 2.199220 0.004892 0.359286 0.000288 149.684952 0.113881 
0.435879 -1.360134 0.000078 2.224986 0.005376 0.368110 0.000280 151.004936 0.130672 
0.436103 -1.362708 0.000091 2.262547 0.005284 0.377050 0.000318 152.096967 0.140670 
0.436328 -1.365487 0.000082 2.285451 0.004905 0.386315 0.000268 152.734944 0.149818 
0.436552 -1.368208 0.000082 2.299814 0.005274 0.395458 0.000314 153.034092 0.152665 
0.436777 -1.370885 0.000079 2.339433 0.004812 0.404601 0.000292 153.408620 0.140242 
0.437001 -1.373874 0.000080 2.357825 0.005233 0.414872 0.000299 153.002447 0.169821 
0.437225 -1.376282 0.000067 2.385179 0.005226 0.423240 0.000252 152.641604 0.155517 
0.437450 -1.379241 0.000078 2.397916 0.004942 0.433137 0.000288 151.752251 0.189895 
0.437674 -1.382116 0.000077 2.423070 0.005510 0.442965 0.000293 150.534767 0.178718 
0.437898 -1.384861 0.000064 2.425738 0.005384 0.452437 0.000240 148.789247 0.190168 
0.438123 -1.387721 0.000079 2.447294 0.005057 0.462332 0.000294 146.394762 0.199805 
0.438347 -1.390688 0.000068 2.455009 0.004517 0.472356 0.000273 144.017924 0.199322 
0.438571 -1.393577 0.000068 2.476983 0.004809 0.482272 0.000262 141.080521 0.216270 
0.438796 -1.396514 0.000073 2.466152 0.004684 0.491906 0.000262 137.754703 0.194395 
0.439020 -1.399378 0.000069 2.472210 0.004551 0.501447 0.000260 134.182055 0.223334 
0.439244 -1.402122 0.000064 2.468112 0.004822 0.510415 0.000263 130.757355 0.221742 
0.439469 -1.405058 0.000074 2.468124 0.005561 0.520134 0.000265 126.432633 0.226941 
0.439693 -1.407908 0.000067 2.464498 0.004894 0.529126 0.000244 122.213656 0.233616 
0.439918 -1.410714 0.000067 2.460517 0.004969 0.537715 0.000236 118.451594 0.207929 
0.440142 -1.413613 0.000067 2.439110 0.004230 0.546920 0.000241 113.553200 0.219261 
0.440366 -1.416433 0.000058 2.434716 0.004671 0.555476 0.000211 108.938107 0.209517 
0.440591 -1.419199 0.000060 2.423983 0.004409 0.563999 0.000210 104.104343 0.219959 
0.440815 -1.422009 0.000057 2.408044 0.004427 0.572209 0.000205 99.351347 0.220650 
0.441039 -1.424786 0.000055 2.389044 0.004555 0.580293 0.000189 94.743066 0.212131 
0.441264 -1.427531 0.000052 2.367173 0.004619 0.587867 0.000187 90.263191 0.198895 
0.441488 -1.430220 0.000059 2.348582 0.004494 0.595333 0.000216 85.727408 0.243398 
0.441712 -1.432999 0.000056 2.323306 0.004218 0.603100 0.000186 80.684224 0.215249 
0.441937 -1.435575 0.000054 2.296859 0.003918 0.609648 0.000175 76.682864 0.201681 
