0.430,0.296221,88.084548,0.188330,-0.559232,2.414887,0.001402,0.000306,1.022578,0.007252
0.431,0.304623,105.909435,0.214381,-0.566763,2.259487,0.001216,0.000264,0.930669,0.007473
0.433,0.343013,127.952051,0.246471,-0.574355,2.092935,0.001764,0.000312,1.204515,0.007547
0.434,0.369739,150.440827,0.287679,-0.582609,1.894711,0.001762,0.000238,1.100251,0.006678
0.436,0.419691,173.815843,0.340173,-0.591331,1.692811,0.001867,0.000242,1.058122,0.008046
0.437,0.447024,181.279595,0.397653,-0.600448,1.507385,0.002351,0.000252,1.170955,0.007380
0.439,0.479604,170.040255,0.467077,-0.610711,1.334496,0.002060,0.000216,1.760347,0.006588
0.440,0.486133,139.756220,0.531417,-0.620773,1.213645,0.001645,0.000202,1.657206,0.006193
0.441,0.465321,101.056346,0.587819,-0.630799,1.131568,0.001292,0.000162,1.755517,0.005409
0.443,0.435397,65.350594,0.636015,-0.640538,1.076937,0.000935,0.000136,1.396901,0.005080
0.444,0.411345,43.861250,0.668302,-0.649267,1.050470,0.000760,0.000105,1.303070,0.004844
0.446,0.378748,27.494824,0.696175,-0.657831,1.031472,0.000640,0.000124,0.813281,0.004242
0.447,0.360055,18.437118,0.717046,-0.665651,1.021628,0.000432,0.000094,0.398340,0.003562
0.449,0.339792,12.731963,0.734841,-0.673472,1.015120,0.000317,0.000086,0.238203,0.002873
0.450,0.325313,9.855862,0.749184,-0.680832,1.011532,0.000219,0.000075,0.191056,0.002532
