0.655000,0.938217,109.817676,0.459437,-0.735943,1.496207,0.000724,0.000131,0.280737,0.006034
0.655612,0.958527,109.354653,0.473448,-0.739038,1.462692,0.000861,0.000146,0.286693,0.005565
0.656224,0.962024,109.509159,0.479430,-0.741022,1.449104,0.001001,0.000155,0.329033,0.005040
0.656837,0.963414,108.426327,0.492812,-0.743854,1.416531,0.000804,0.000124,0.332441,0.005482
0.657449,0.972269,108.269411,0.498225,-0.745646,1.406393,0.000919,0.000151,0.366017,0.006299
0.658061,0.983273,106.283960,0.515504,-0.749331,1.368994,0.000830,0.000137,0.324713,0.004719
0.658673,0.986723,104.884730,0.525498,-0.751757,1.348933,0.000991,0.000167,0.419370,0.006501
0.659286,0.989391,102.824094,0.537671,-0.754684,1.325445,0.000810,0.000124,0.386559,0.004881
0.659898,1.004960,100.346370,0.552162,-0.758052,1.299512,0.001404,0.000236,0.520389,0.005924
0.660510,0.988805,98.252972,0.560955,-0.760367,1.282917,0.000732,0.000111,0.439887,0.005409
0.661122,0.987502,94.954767,0.572501,-0.762985,1.262458,0.000779,0.000135,0.393079,0.005924
0.661735,0.998201,91.280265,0.587278,-0.766514,1.239913,0.001359,0.000239,0.540216,0.005300
0.662347,0.977740,83.260034,0.611210,-0.771585,1.201719,0.000679,0.000110,0.403399,0.004988
0.662959,0.991349,87.952842,0.599299,-0.770378,1.220741,0.000723,0.000126,0.407461,0.005426
0.663571,0.980670,82.997950,0.614504,-0.773890,1.197642,0.000742,0.000125,0.475516,0.004785
0.664184,0.994115,78.339716,0.630725,-0.778343,1.177650,0.000631,0.000118,0.427076,0.004646
0.664796,0.934073,64.979869,0.661593,-0.784623,1.135591,0.000993,0.000198,0.482486,0.005198
0.665408,0.953540,73.004530,0.641483,-0.781399,1.160559,0.000733,0.000121,0.485755,0.004834
0.666020,0.963062,71.724478,0.645103,-0.782969,1.155978,0.000793,0.000131,0.483432,0.005676
0.666633,0.925228,60.985255,0.671497,-0.789149,1.123911,0.000549,0.000106,0.404186,0.004531
0.667245,0.950317,60.826865,0.674436,-0.791177,1.122817,0.000702,0.000122,0.501930,0.005207
0.667857,0.924695,60.357554,0.673383,-0.791193,1.121900,0.000623,0.000096,0.475077,0.004564
0.668469,0.913363,55.807012,0.683507,-0.794144,1.110462,0.000553,0.000107,0.394122,0.004574
0.669082,0.893566,49.570774,0.700084,-0.798894,1.094109,0.000614,0.000108,0.445517,0.004014
0.669694,0.865439,42.064572,0.717221,-0.804036,1.077885,0.000479,0.000101,0.337229,0.004085
0.670306,0.877461,47.627635,0.703326,-0.801048,1.090006,0.000443,0.000081,0.381678,0.003630
0.670918,0.861040,43.107677,0.712551,-0.804028,1.080875,0.000486,0.000100,0.380185,0.004491
0.671531,0.858795,39.448187,0.723324,-0.807949,1.072327,0.000632,0.000123,0.446450,0.005616
0.672143,0.795325,30.307218,0.742920,-0.813395,1.054682,0.000892,0.000224,0.492354,0.004384
0.672755,0.855119,38.300063,0.725474,-0.809854,1.070144,0.000441,0.000101,0.332367,0.003902
0.673367,0.842473,35.640213,0.732553,-0.812544,1.064478,0.000595,0.000131,0.441418,0.004016
0.673980,0.794006,28.337335,0.749120,-0.817809,1.050665,0.000329,0.000079,0.275697,0.003158
0.674592,0.745364,21.513503,0.765471,-0.823206,1.038671,0.000287,0.000077,0.241351,0.003008
0.675204,0.700591,18.086939,0.773897,-0.826863,1.032924,0.000244,0.000063,0.204204,0.002836
0.675816,0.788779,26.872830,0.753655,-0.821638,1.047810,0.000349,0.000082,0.277205,0.049113
0.676429,0.755003,21.716158,0.766233,-0.826179,1.038879,0.000316,0.000083,0.241008,0.003480
0.677041,0.735046,18.562644,0.776834,-0.830836,1.033049,0.000263,0.000070,0.220006,0.003254
0.677653,0.687199,13.823687,0.789529,-0.835813,1.025427,0.000215,0.000068,0.148298,0.002803
0.678265,0.753041,20.170222,0.771164,-0.830326,1.036099,0.000303,0.000076,0.246735,0.003486
0.678878,0.743734,17.654376,0.779942,-0.834341,1.031563,0.000441,0.000112,0.267862,0.004262
0.679490,0.709161,14.578984,0.789861,-0.838816,1.026260,0.000204,0.000058,0.174421,0.002955
0.680102,0.622108,9.884585,0.802777,-0.843610,1.018613,0.000167,0.000052,0.141168,0.002401
0.680714,0.719123,15.342920,0.786488,-0.838880,1.027525,0.000225,0.000064,0.156451,0.002791
0.681327,0.698945,12.975206,0.795171,-0.843041,1.023530,0.000214,0.000071,0.160827,0.002744
0.681939,0.677777,11.180946,0.803032,-0.847190,1.020319,0.000191,0.000061,0.148368,0.002506
0.682551,0.637947,8.412290,0.812215,-0.851534,1.016115,0.000176,0.000066,0.104441,0.006018
0.683163,0.694806,12.164067,0.798256,-0.846667,1.022192,0.000205,0.000070,0.148734,0.002813
0.683776,0.666947,9.993940,0.806780,-0.850922,1.018569,0.000296,0.000102,0.149597,0.002506
0.684388,0.648582,8.900853,0.811537,-0.853736,1.016675,0.000328,0.000128,0.130683,0.002513
0.685000,0.596372,6.543455,0.821752,-0.859020,1.012774,0.000156,0.000060,0.089169,0.002501
