0.430000,0.283403,61.095262,0.168362,-0.550675,2.546420,0.000510,0.000153,0.317406,0.004031
0.430408,0.287485,64.251900,0.173300,-0.552843,2.516867,0.000641,0.000164,0.353370,0.003495
0.430816,0.289183,65.546060,0.175723,-0.553936,2.506918,0.000594,0.000156,0.360572,0.003815
0.431224,0.307139,70.467041,0.183346,-0.556480,2.466058,0.000670,0.000179,0.410703,0.003253
0.431633,0.304915,75.469273,0.190867,-0.558923,2.433207,0.000660,0.000157,0.402128,0.003912
0.432041,0.307728,75.888387,0.191847,-0.559811,2.421202,0.000675,0.000167,0.399537,0.003498
0.432449,0.316644,82.713729,0.203128,-0.562826,2.350512,0.000670,0.000157,0.428121,0.004036
0.432857,0.322793,86.415042,0.209138,-0.564802,2.317655,0.000795,0.000177,0.500924,0.003709
0.433265,0.325219,90.718940,0.215125,-0.566761,2.298199,0.000615,0.000126,0.530151,0.003772
0.433673,0.330633,96.369101,0.226849,-0.569477,2.221671,0.000680,0.000119,0.468153,0.003221
0.434082,0.339874,98.763985,0.229465,-0.570724,2.214694,0.000748,0.000146,0.461157,0.003306
0.434490,0.352542,106.841354,0.243198,-0.573692,2.138672,0.001281,0.000228,0.806693,0.003579
0.434898,0.347453,103.901811,0.238604,-0.573565,2.160187,0.000623,0.000125,0.450422,0.003694
0.435306,0.365184,117.155305,0.261885,-0.578129,2.050394,0.000839,0.000146,0.494738,0.003483
0.435714,0.370292,117.981627,0.263644,-0.579226,2.041915,0.000837,0.000128,0.445862,0.002991
0.436122,0.399137,132.712284,0.294249,-0.584266,1.901108,0.001233,0.000176,0.481717,0.003411
0.436531,0.417000,140.627514,0.315415,-0.587850,1.813268,0.001247,0.000167,0.469255,0.003513
0.436939,0.402154,133.299347,0.295588,-0.585838,1.896248,0.000966,0.000149,0.465594,0.003028
0.437347,0.415316,137.894837,0.307324,-0.588074,1.845607,0.000800,0.000126,0.447386,0.004324
0.437755,0.439324,150.079520,0.348124,-0.594102,1.687990,0.001263,0.000171,0.501594,0.003160
0.438163,0.477184,156.718867,0.408662,-0.602156,1.497727,0.000892,0.000092,0.487993,0.003518
0.438571,0.459917,154.766288,0.366721,-0.597918,1.626579,0.001529,0.000192,0.406805,0.002924
0.438980,0.464464,155.363719,0.370467,-0.599099,1.615916,0.001396,0.000167,0.464709,0.003263
0.439388,0.490944,156.282129,0.420466,-0.605789,1.466019,0.001025,0.000120,0.552249,0.003686
0.439796,0.510991,152.961955,0.451801,-0.610460,1.390509,0.000940,0.000119,0.594202,0.003481
0.440204,0.492038,155.152701,0.435203,-0.609026,1.428875,0.001605,0.000193,0.640254,0.004038
0.440612,0.508361,154.368188,0.441250,-0.610495,1.414265,0.001273,0.000156,0.551852,0.004237
0.441020,0.523093,140.566489,0.499640,-0.618534,1.289286,0.001892,0.000232,1.009340,0.004146
0.441429,0.508840,109.596154,0.561090,-0.627127,1.182541,0.000667,0.000083,0.717996,0.002940
0.441837,0.520234,137.024053,0.506519,-0.620717,1.275059,0.001651,0.000204,1.044234,0.003442
0.442245,0.525446,128.271681,0.526794,-0.624101,1.238381,0.001881,0.000238,1.168287,0.003739
0.442653,0.508588,101.743963,0.576995,-0.631653,1.160819,0.001405,0.000169,1.232620,0.004175
0.443061,0.467891,77.889999,0.611444,-0.637428,1.113944,0.000758,0.000119,0.762639,0.002747
0.443469,0.502991,102.642050,0.574052,-0.632633,1.163565,0.001020,0.000140,0.915688,0.003209
0.443878,0.513576,97.528112,0.585758,-0.635189,1.149719,0.001051,0.000144,0.939642,0.003565
0.444286,0.453820,56.045612,0.647226,-0.645729,1.077062,0.000669,0.000118,0.614482,0.002414
0.444694,0.444796,51.289717,0.655340,-0.648103,1.069572,0.000552,0.000095,0.560022,0.002692
0.445102,0.485126,78.190999,0.613967,-0.641669,1.112942,0.000792,0.000125,0.771188,0.002424
0.445510,0.469456,61.151816,0.640461,-0.646826,1.084410,0.000594,0.000096,0.653000,0.002713
0.445918,0.418768,34.732884,0.684498,-0.656195,1.046299,0.000308,0.000058,0.358691,0.002115
0.446327,0.419712,32.478031,0.688997,-0.658050,1.043426,0.000346,0.000066,0.355054,0.002272
0.446735,0.401888,31.768271,0.688794,-0.658721,1.042665,0.000263,0.000060,11.592994,0.001769
0.447143,0.436914,40.002094,0.676044,-0.656708,1.053312,0.000935,0.000183,0.671247,0.002676
0.447551,0.387696,21.898707,0.711675,-0.665633,1.029461,0.000263,0.000059,0.260794,0.001716
0.447959,0.388236,20.667733,0.715326,-0.667523,1.027953,0.000214,0.000051,0.209597,0.001450
0.448367,0.344748,14.365494,0.730320,-0.671832,1.019728,0.000218,0.000055,0.162794,0.001535
0.448776,0.412862,28.492784,0.698029,-0.664602,1.037898,0.000452,0.000098,0.322063,0.001866
0.449184,0.387394,19.031990,0.720002,-0.671090,1.025768,0.000231,0.000055,0.210797,0.001859
0.449592,0.364546,14.361846,0.734469,-0.676005,1.019547,0.000260,0.000077,0.422932,0.001407
0.450000,0.355508,14.168880,0.734693,-0.676817,1.019221,0.000165,0.000043,0.151866,0.001453
