Nt = 422, simbeta = 6.5410000000, g = 0.3981071706, sample = 1200000000, measevery = 5000, num_deltat = 70, n_corr_max = 5

-0.0003720378 0.0012092269
0.3224466369 0.0003717674
31.8608600702 0.0056549020
0.2901713370 0.0006268392
0.3147920653 0.0003717529
0.2827888312 0.0006188235
0.3993059647 0.0013670267
0.2804450273 0.0006161680
0.3929034407 0.0013535853
0.3908036923 0.0013491381
0.7272860461 0.0038056494
0.7243628518 0.0037956830
1.6514368049 0.0129926183
0.3073242816 0.0003715606
0.2756248534 0.0006106043
0.3886376214 0.0013437477
0.2712332777 0.0006052880
0.3764828707 0.0013171451
0.3725549338 0.0013084744
0.6851447121 0.0036553447
0.6797622536 0.0036361861
1.5240311538 0.0122939607
0.3000351250 0.0003712508
0.2686670852 0.0006023213
0.3783177542 0.0013195179
0.2625040246 0.0005943346
0.3610079786 0.0012798786
0.3554870476 0.0012672267
0.6462262025 0.0035025805
0.6387825479 0.0034758233
1.4091584670 0.0116114720
0.2929192464 0.0003709681
0.2619131364 0.0005942704
0.3683471376 0.0012962369
0.2542392952 0.0005835746
0.3464438620 0.0012444792
0.3395353477 0.0012280373
0.6103547483 0.0033633581
0.6011926324 0.0033295626
1.3058720401 0.0110156967
0.2859753353 0.0003705101
0.2553505008 0.0005864650
0.3586950832 0.0012742351
0.2464088436 0.0005732053
0.3327151450 0.0012114938
0.3245973641 0.0011916191
0.5771734045 0.0032344959
0.5665963205 0.0031945802
1.2123291760 0.0104494869
0.2791980389 0.0003700332
0.2489779790 0.0005785652
0.3493650061 0.0012519708
0.2389929509 0.0005627994
0.3197896969 0.0011785823
0.3106124489 0.0011553551
0.5465282375 0.0031090761
0.5347901916 0.0030627159
1.1278868132 0.0099032381
0.2725809369 0.0003692323
0.2427787740 0.0005703933
0.3403202573 0.0012291076
0.2319594326 0.0005519782
0.3075880855 0.0011452117
0.2974772642 0.0011188331
0.5181269251 0.0029867529
0.5054424712 0.0029341956
1.0514290754 0.0093991285
0.2661231366 0.0003680317
0.2367541368 0.0005617075
0.3315602860 0.0012049422
0.2252984726 0.0005406295
0.2960890119 0.0011106497
0.2851593330 0.0010812054
0.4918322652 0.0028632893
0.4784079067 0.0028045404
0.9821988833 0.0089038114
0.2598223553 0.0003667000
0.2308971726 0.0005532357
0.3230696953 0.0011813188
0.2189894270 0.0005297837
0.2852388332 0.0010775214
0.2735809535 0.0010453605
0.4673895948 0.0027427043
0.4533893587 0.0026786009
0.9189956413 0.0084086280
0.2536701370 0.0003653725
0.2251973733 0.0005450986
0.3148257420 0.0011580662
0.2130068595 0.0005193965
0.2749790374 0.0010452274
0.2626625201 0.0010104488
0.4445622996 0.0026222489
0.4301223924 0.0025533833
0.8608378985 0.0079044987
0.2476670411 0.0003640031
0.2196557518 0.0005371562
0.3068350046 0.0011357931
0.2073406897 0.0005093240
0.2653007960 0.0010147634
0.2523869308 0.0009778247
0.4233428008 0.0025120802
0.4085946675 0.0024397663
0.8078574831 0.0074589221
0.2418028541 0.0003628161
0.2142581323 0.0005293773
0.2990711708 0.0011140609
